landmark,pp1,ss1,pp2,ss2,frame
DISTANCE,0.67,-,0.67,0_,4121
TIME,02:07,,02.07,0207,4121
CALORIES,,,17,17,4121
SPEED,22.3,-,6.22,223,4122
WATTS,,212,,212,4122
CADENCE,,_11,,60,4122
DISTANCE,0.67,-,0.67,063,4122
TIME,02:08,,02.08,020a,4122
CALORIES,,,17,17,4122
SPEED,22.3,-,E22,223,4123
WATTS,,,,21_,4123
CADENCE,60,__1,50,60,4123
DISTANCE,0.67,-,0.67,06_,4123
TIME,02:08,-,50.20,0208,4123
CALORIES,,,17,17,4123
SPEED,622,-,E.22,223,4124
WATTS,,212,,21_,4124
CADENCE,,11,60,60,4124
DISTANCE,0.67,-,0.67,0_,4124
TIME,02:08,-,02.08,0_08,4124
CALORIES,,,17,17,4124
SPEED,6.22,-,22.3,223,4125
WATTS,,,,21_,4125
CADENCE,60,1,60,60,4125
DISTANCE,0.67,-,0.67,06_,4125
TIME,02,-,02.08,0208,4125
CALORIES,7,,17,17,4125
SPEED,22.3,-,E22,223,4126
WATTS,,,,21_,4126
CADENCE,,_,0,80,4126
DISTANCE,0.67,-,0.57,06_,4126
TIME,02:08,-,02.08,0208,4126
CALORIES,7,,17,17,4126
SPEED,22.3,-,22.3,223,4127
WATTS,,,,21_,4127
CADENCE,60,_11,60,60,4127
DISTANCE,0.6,-,690,0_,4127
TIME,02:08,-,02.08,0208,4127
CALORIES,,,17,17,4127
SPEED,6.22,-,622,223,4128
WATTS,,,,21_,4128
CADENCE,60,_,50,60,4128
DISTANCE,0.67,-,067,06_,4128
TIME,02:08,-,02.08,0208,4128
CALORIES,,,17,17,4128
SPEED,22.3,-,E22,223,4129
WATTS,,212,,212,4129
CADENCE,60,1,50,60,4129
DISTANCE,0.67,-,0.67,06_,4129
TIME,02:08,-,0200,0208,4129
CALORIES,,,17,17,4129
SPEED,6.22,-,22.3,223,4130
WATTS,,,,21_,4130
CADENCE,60,_1_,50,60,4130
DISTANCE,0.67,-,0.57,0_,4130
TIME,02:08,,02.08,0208,4130
CALORIES,,,17,17,4130
SPEED,22.3,-,22.3,223,4131
WATTS,,,,21_,4131
CADENCE,60,_,50,60,4131
DISTANCE,0.67,-,0.67,06_,4131
TIME,02:08,,02.08,0208,4131
CALORIES,,,17,17,4131
SPEED,E22,-,6.22,223,4132
WATTS,,,,21_,4132
CADENCE,60,_11,50,60,4132
DISTANCE,0.67,-,.90,06_,4132
TIME,02:,-,02.00,0208,4132
CALORIES,,,17,17,4132
SPEED,22.3,-,22.3,223,4133
WATTS,,212,,212,4133
CADENCE,60,,50,60,4133
DISTANCE,0.6.,-,067,06_,4133
TIME,02:08,-,02.09,0208,4133
CALORIES,,,17,17,4133
SPEED,,-,,2231,4134
WATTS,,,,2_,4134
CADENCE,60,,60,60,4134
DISTANCE,0.67,-,067,06_,4134
TIME,02:08,-,02.08,0208,4134
CALORIES,,,17,17,4134
SPEED,622,-,22.3,223,4135
WATTS,,,,2_,4135
CADENCE,60,,50,60,4135
DISTANCE,0.67,-,0.67,06_,4135
TIME,02:08,-,02.08,0208,4135
CALORIES,,,17,17,4135
SPEED,6.22,-1,E.22,2231,4136
WATTS,,,,21_,4136
CADENCE,60,_,,60,4136
DISTANCE,0.67,-,0.67,06_,4136
TIME,02:08,-,80:20,02108,4136
CALORIES,,,17,17,4136
SPEED,22.3,-,6.22,223,4137
WATTS,,212,,212,4137
CADENCE,60,1,60,60,4137
DISTANCE,0.67,-,0.67,067,4137
TIME,02:08,-,02.08,0208,4137
CALORIES,,,17,17,4137
SPEED,22.3,-,22.3,223,4138
WATTS,,212,,212,4138
CADENCE,60,,50,60,4138
DISTANCE,0.67,-,067,06_,4138
TIME,02:08,-,02.08,0208,4138
CALORIES,,,17,17,4138
SPEED,22.3,-,6.22,223,4139
WATTS,,,,21_,4139
CADENCE,60,_,50,60,4139
DISTANCE,0.67,-,0.67,06_,4139
TIME,02:08,-,02.00,0208,4139
CALORIES,,,17,17,4139
SPEED,E22,-,6.22,223,4140
WATTS,,212,,21_,4140
CADENCE,60,1,60,60,4140
DISTANCE,0.67,-,0.67,0_,4140
TIME,02:08,-,80.20,0208,4140
CALORIES,,,17,17,4140
SPEED,622,-,6.22,223,4141
WATTS,,212,,21_,4141
CADENCE,60,,60,60,4141
DISTANCE,0.67,-,.90,06_,4141
TIME,02:08,,02.08,0208,4141
CALORIES,,,17,17,4141
SPEED,6.22,-,22.3,223,4142
WATTS,,,,21_,4142
CADENCE,60,1,50,60,4142
DISTANCE,0.67,-,067,06_,4142
TIME,02:08,,02.08,0208,4142
CALORIES,,,17,17,4142
SPEED,622,-,22.3,223,4143
WATTS,,,,21_,4143
CADENCE,60,_,50,60,4143
DISTANCE,0.6,-,057,0_,4143
TIME,02:08,,02.08,0208,4143
CALORIES,,,17,17,4143
SPEED,E22,-,22.3,223,4144
WATTS,,,,21_,4144
CADENCE,60,1_,09,60,4144
DISTANCE,0.E,-,06,06_,4144
TIME,02:08,-,02.08,0208,4144
CALORIES,,,17,17,4144
SPEED,622,-,22.3,223,4145
WATTS,,212,,21_,4145
CADENCE,60,_,60,60,4145
DISTANCE,0.67,-,057,06_,4145
TIME,02:08,,02.00,0208,4145
CALORIES,,,17,17,4145
SPEED,622,-,6'22,223,4146
WATTS,,,,21_,4146
CADENCE,60,,60,60,4146
DISTANCE,0.67,-,0.67,06_,4146
TIME,02:08,-,02.08,0208,4146
CALORIES,,,17,17,4146
SPEED,22.3,-,E22,223,4147
WATTS,,,,21_,4147
CADENCE,60,_,60,60,4147
DISTANCE,0.67,-,.90,06_,4147
TIME,02:08,-,02.08,0208,4147
CALORIES,,,17,17,4147
SPEED,22.3,-,6.22,223,4148
WATTS,,,,21_,4148
CADENCE,60,_,60,60,4148
DISTANCE,0.67,-,067,06_,4148
TIME,02:08,-,02.08,0208,4148
CALORIES,,,17,17,4148
SPEED,22.3,-,6.22,223,4149
WATTS,,,,21_,4149
CADENCE,60,_,50,60,4149
DISTANCE,0.67,-,0.67,06_,4149
TIME,02:08,-,02.00,0208,4149
CALORIES,,,17,17,4149
SPEED,22.3,-,E.22,223,4150
WATTS,,212,,21_,4150
CADENCE,60,,60,60,4150
DISTANCE,0.67,-,0.67,06_,4150
TIME,02:09,,60.20,0_109,4150
CALORIES,,,17,17,4150
SPEED,22.3,-,622,223,4151
WATTS,,212,,212,4151
CADENCE,60,1,60,60,4151
DISTANCE,0.67,-,.90,06_,4151
TIME,02:09,-,60.20,02109,4151
CALORIES,,,17,17,4151
SPEED,E22,-,6.22,223,4152
WATTS,,,,21_,4152
CADENCE,60,__1,60,60,4152
DISTANCE,0.67,-,067,06_,4152
TIME,02:09,-,02.09,0_09,4152
CALORIES,,,17,17,4152
SPEED,6.22,-,E.22,223,4153
WATTS,,212,,212,4153
CADENCE,60,_,60,60,4153
DISTANCE,0.67,-,0.67,06_,4153
TIME,02:09,-,60.20,0209,4153
CALORIES,,,17,17,4153
SPEED,6.22,-,22.3,223,4154
WATTS,,212,,212,4154
CADENCE,60,,60,60,4154
DISTANCE,0.67,-,067,0_,4154
TIME,60:20,-,60.20,02109,4154
CALORIES,,,17,17,4154
SPEED,22.3,-,22.3,223,4155
WATTS,,,,21_,4155
CADENCE,60,_1,50,60,4155
DISTANCE,0.6,-,0.67,0_,4155
TIME,02:09,-,60.20,0_109,4155
CALORIES,,,17,17,4155
SPEED,22.3,8,E.22,223,4156
WATTS,,,,21_,4156
CADENCE,60,__11,60,60,4156
DISTANCE,0.6,-,0.67,0_,4156
TIME,02:05,-,02.09,0209,4156
CALORIES,,,17,17,4156
SPEED,22.3,-,6.22,223,4157
WATTS,,,,21_,4157
CADENCE,60,1,60,60,4157
DISTANCE,0.67,-,0.67,06_,4157
TIME,02:09,-,02.05,0209,4157
CALORIES,,,17,17,4157
SPEED,E.22,-,22.3,223,4158
WATTS,,212,,212,4158
CADENCE,60,,09,60,4158
DISTANCE,0.67,-,067,06_,4158
TIME,02:09,,02.09,0209,4158
CALORIES,17,,17,17,4158
SPEED,22.3,-,22.3,223,4159
WATTS,,,,21_,4159
CADENCE,60,,560,60,4159
DISTANCE,0.67,-,.9.0,06_,4159
TIME,02:09,,0209,n209,4159
CALORIES,,,17,17,4159
SPEED,E22,-,6.22,223,4160
WATTS,,212,,21_,4160
CADENCE,60,,60,60,4160
DISTANCE,0.67,-,0.67,0_,4160
TIME,02:09,-,60.20,0209,4160
CALORIES,,,!!,17,4160
SPEED,6.22,-,22.3,223,4161
WATTS,,,,21_,4161
CADENCE,60,,60,60,4161
DISTANCE,0.67,-,0.67,0_,4161
TIME,60:20,,60.20,0209,4161
CALORIES,17,,17,17,4161
SPEED,6.22,-,6.22,223,4162
WATTS,,,,21_,4162
CADENCE,60,3111,60,60,4162
DISTANCE,0.69,-,90,06_,4162
TIME,02:09,,60.20,0209,4162
CALORIES,,,17,17,4162
SPEED,6.22,-,E23,_23,4163
WATTS,,,,21_,4163
CADENCE,60,,09,60,4163
DISTANCE,0.68,-,7.66,0_,4163
TIME,02:09,,02.09,0209,4163
CALORIES,,,17,17,4163
SPEED,22.3,-,6'22,_23,4164
WATTS,,212,,212,4164
CADENCE,,_,60,60,4164
DISTANCE,0.68,-,0.60,06_,4164
TIME,02:09,-,02.09,0209,4164
CALORIES,,,17,17,4164
SPEED,6.22,-,22.3,223,4165
WATTS,,212,,212,4165
CADENCE,60,,60,60,4165
DISTANCE,0.68,-,11.C1,0_,4165
TIME,02:09,,60.20,0_109,4165
CALORIES,,,17,17,4165
SPEED,22.3,-,E22,_23,4166
WATTS,,212,,212,4166
CADENCE,60,1,50,60,4166
DISTANCE,0.68,-,068,06_,4166
TIME,02:09,-,60.20,0209,4166
CALORIES,,,17,17,4166
SPEED,6.22,-,622,223,4167
WATTS,,,,21_,4167
CADENCE,60,1,09,60,4167
DISTANCE,0.68,-,,0_,4167
TIME,02:09,-,02:09,02109,4167
CALORIES,,,17,17,4167
SPEED,E22,-,622,223,4168
WATTS,,212,,212,4168
CADENCE,,1,60,60,4168
DISTANCE,0.68,-,890,06_,4168
TIME,02:09,-,50.20,0209,4168
CALORIES,,,17,17,4168
SPEED,6.22,-,22.3,223,4169
WATTS,,,,21_,4169
CADENCE,60,1,60,60,4169
DISTANCE,0.68,-,0.58,0_,4169
TIME,02:09,-,02.09,n09,4169
CALORIES,,,17,17,4169
SPEED,6.22,-,E.22,223,4170
WATTS,,,,21_,4170
CADENCE,60,_1,50,60,4170
DISTANCE,0.68,-,0.68,06_,4170
TIME,02:09,,02.09,0209,4170
CALORIES,,,17,17,4170
SPEED,E.22,-,22.3,223,4171
WATTS,,,,21_,4171
CADENCE,60,1,60,60,4171
DISTANCE,0.68,-,0.60,06_,4171
TIME,02:09,,60.20,0209,4171
CALORIES,,,17,17,4171
SPEED,E.22,-,22.3,223,4172
WATTS,,,,21_,4172
CADENCE,60,1,60,60,4172
DISTANCE,0.68,-,0.58,06_,4172
TIME,02:09,,02.09,0209,4172
CALORIES,,,17,17,4172
SPEED,E.22,-,6.22,223,4173
WATTS,,212,,21_,4173
CADENCE,60,1,60,60,4173
DISTANCE,0.68,-,0.63,06_,4173
TIME,02:09,-,60:20,02109,4173
CALORIES,,,17,17,4173
SPEED,6.22,-,6.22,223,4174
WATTS,,,,21_,4174
CADENCE,60,_1,60,60,4174
DISTANCE,0.68,-,690,06_,4174
TIME,02:09,-,02.09,0209,4174
CALORIES,,,17,17,4174
SPEED,22.3,-,22.3,223,4175
WATTS,,,,21_,4175
CADENCE,60,11,60,60,4175
DISTANCE,0.68,-,0.61,06_,4175
TIME,02:09,-,60.20,0209,4175
CALORIES,,,17,17,4175
SPEED,622,-,622,223,4176
WATTS,,,,21_,4176
CADENCE,60,1,09,60,4176
DISTANCE,0.68,-,0.63,06_,4176
TIME,02:09,-,60.20,0209,4176
CALORIES,,,17,17,4176
SPEED,E22,-,E22,223,4177
WATTS,,,,21_,4177
CADENCE,60,11,60,60,4177
DISTANCE,0.68,-,0.61,06_,4177
TIME,02:09,-,60.20,0209,4177
CALORIES,,,17,17,4177
SPEED,6.22,-,6.22,223,4178
WATTS,,212,,21_,4178
CADENCE,60,1,60,60,4178
DISTANCE,0.68,-,,0_,4178
TIME,02:09,-,50.20,0_109,4178
CALORIES,17,,17,17,4178
SPEED,22.3,-,6.22,223,4179
WATTS,,212,,21_,4179
CADENCE,60,1,60,60,4179
DISTANCE,0.68,-,,0_,4179
TIME,02:09,-,50.20,0_109,4179
CALORIES,17,,17,17,4179
SPEED,22.3,-,622,223,4180
WATTS,,,,21_,4180
CADENCE,60,1,60,60,4180
DISTANCE,0.68,-,0.68,06_,4180
TIME,02:79,-,02,021_,4180
CALORIES,,,17,17,4180
SPEED,E22,-1,6.22,2231,4181
WATTS,,,,21_,4181
CADENCE,60,1,50,60,4181
DISTANCE,0.68,-,890,06_,4181
TIME,02:79,,02.719,021_,4181
CALORIES,,,17,17,4181
SPEED,22.3,-,622,223,4182
WATTS,,,,21_,4182
CADENCE,60,1,60,60,4182
DISTANCE,0.68,-,89.0,068,4182
TIME,02:710,-,02:10,02110,4182
CALORIES,,,17,17,4182
SPEED,22.3,-,6.22,223,4183
WATTS,,2121,,21_,4183
CADENCE,,,60,60,4183
DISTANCE,0.68,-,,__,4183
TIME,02:70,,02.10,0210,4183
CALORIES,,,17,17,4183
SPEED,22.3,-,22.3,223,4184
WATTS,,,,21_,4184
CADENCE,60,_,60,60,4184
DISTANCE,0.68,-,0.68,06_,4184
TIME,02:710,-,02.10,0210,4184
CALORIES,,,17,17,4184
SPEED,22.3,-,6.22,223,4185
WATTS,,2121,,21_,4185
CADENCE,60,1_,60,60,4185
DISTANCE,0.68,-,0.50,0_,4185
TIME,02:710,-,02.10,0_110,4185
CALORIES,,,17,17,4185
SPEED,E.22,-,22.3,223,4186
WATTS,,212,,212,4186
CADENCE,60,11,60,60,4186
DISTANCE,0.68,-,0.0E,0_,4186
TIME,02:10,,02:10,0_110,4186
CALORIES,,,17,17,4186
SPEED,622,-,22.3,223,4187
WATTS,,2121,,21_,4187
CADENCE,,_1,60,60,4187
DISTANCE,0.68,-,0.51,06_,4187
TIME,02:710,,02.710,0210,4187
CALORIES,7,,17,17,4187
SPEED,22.3,-,6.22,223,4188
WATTS,,,,21_,4188
CADENCE,60,1,50,60,4188
DISTANCE,0.68,-,0.68,806_,4188
TIME,02:10,-,02,0210,4188
CALORIES,,,17,17,4188
SPEED,22.3,-,E22,223,4189
WATTS,,212,,212,4189
CADENCE,60,1_,60,60,4189
DISTANCE,0.68,-,,8068,4189
TIME,02:10,-,02.10,0210,4189
CALORIES,,,17,17,4189
SPEED,622,-,22.3,223,4190
WATTS,,,,21_,4190
CADENCE,60,,60,u,4190
DISTANCE,0.68,-,0.58,06_,4190
TIME,02:10,,02.10,l1210,4190
CALORIES,,,17,17,4190
SPEED,22.3,-,E22,223,4191
WATTS,,212,,212,4191
CADENCE,60,111,60,60,4191
DISTANCE,0.68,-,058,806_,4191
TIME,02:10,-,02: 10,02110,4191
CALORIES,,,17,17,4191
SPEED,6.22,-,E22,223,4192
WATTS,,212,,212,4192
CADENCE,60,_111,.0,80,4192
DISTANCE,0.68,-,066,8068,4192
TIME,02:10,-,02.10,0210,4192
CALORIES,,,1 1,17,4192
SPEED,6.22,-,6.22,223,4193
WATTS,,212,,21_,4193
CADENCE,,_11,60,60,4193
DISTANCE,890,-,11.05,0_,4193
TIME,02:10,,02.10,0210,4193
CALORIES,,,1. 1,17,4193
SPEED,6.22,-,E.22,223,4194
WATTS,,,,21_,4194
CADENCE,60,,50,60,4194
DISTANCE,0.68,-,0.68,06_,4194
TIME,02:10,,02.10,0210,4194
CALORIES,18,,1FI,17,4194
SPEED,22.3,-,6.22,223,4195
WATTS,,212,,212,4195
CADENCE,60,11,60,60,4195
DISTANCE,0.68,-,,06_,4195
TIME,02:10,,02.10,0210,4195
CALORIES,8I,,18,18,4195
SPEED,6.22,-,E.22,223,4196
WATTS,,212,,21_,4196
CADENCE,60,1,.0,80,4196
DISTANCE,0.68,-,290,0_,4196
TIME,02:10,,02.10,0210,4196
CALORIES,18,,18,18,4196
SPEED,6.22,-,22.3,223,4197
WATTS,,212,,21_,4197
CADENCE,60,,.0,80,4197
DISTANCE,0.68,-,050,0_,4197
TIME,02:710,,02.10,0_110,4197
CALORIES,18,,18,18,4197
SPEED,6.22,-,6.22,223,4198
WATTS,,212,,212,4198
CADENCE,60,_,.0,80,4198
DISTANCE,0.68,-,0.68,068,4198
TIME,02:10,-,02.10,0210,4198
CALORIES,18,,18,18,4198
SPEED,E22,-,22.3,2231,4199
WATTS,,212,,212,4199
CADENCE,60,,09,601,4199
DISTANCE,0.68,-,0.68,06_,4199
TIME,02:10,-,02,n10,4199
CALORIES,18,,18,18,4199
