landmark,pp1,ss1,pp2,ss2,frame
WATTS,168,,168,16_,3380
CADENCE,52,,52,52,3380
DISTANCE,0.52,-,0.52,05_,3380
TIME,0.1:43,,Ehi 0,0143,3380
CALORIES,13,,13,13,3380
SPEED,E61,-,E61,193,3381
WATTS,168,,168,16_,3381
CADENCE,52,_1,52,52,3381
DISTANCE,0.52,-,250,05_,3381
TIME,07:43,-,0.143,0143,3381
CALORIES,13,,13,13,3381
SPEED,E'61,-,9,193,3382
WATTS,168,168,168,168,3382
CADENCE,52,11111,52,52,3382
DISTANCE,0.52,-,052,052,3382
TIME,01:43,,EhI0,0143,3382
CALORIES,13,,13,13,3382
SPEED,E'61,-,EEI,193,3383
WATTS,168,168,168,168,3383
CADENCE,52,_11,25,52,3383
DISTANCE,0.52,-,0.52,052,3383
TIME,01:43,-,Eh I 0,0143,3383
CALORIES,13,,13,13,3383
SPEED,19.3,-,E51,193,3384
WATTS,168,,168,16_,3384
CADENCE,52,_,52,52,3384
DISTANCE,0.52,-,0.52,0_,3384
TIME,01:43,,Eh1 0,014_,3384
CALORIES,EI,,13,13,3384
SPEED,19.3,-,15.3,193,3385
WATTS,168,,168,16_,3385
CADENCE,52,_-1,52,52,3385
DISTANCE,0.52,-,052,05_,3385
TIME,0.1:43,,Eh.10,01143,3385
CALORIES,13,,13,13,3385
SPEED,19.3,-,E51,193,3386
WATTS,168,,168,16_,3386
CADENCE,52,_,52,52,3386
DISTANCE,0.52,-,0.52,0_,3386
TIME,01:43,-,0.143,0143,3386
CALORIES,13,,13,13,3386
SPEED,E61,-,13.3,193,3387
WATTS,168,168,166,166,3387
CADENCE,52,,52,52,3387
DISTANCE,0.52,-,052,052,3387
TIME,Eh:1 0,,E6:1 0,0143,3387
CALORIES,13,,13,13,3387
SPEED,E61,-,ES1,193,3388
WATTS,168,168,168,168,3388
CADENCE,52,1,52,52,3388
DISTANCE,0.52,-,250,05_,3388
TIME,07:43,-,0.143,0143,3388
CALORIES,13,,13,13,3388
SPEED,19.3,-,E,193,3389
WATTS,168,168,168,168,3389
CADENCE,52,111,52,52,3389
DISTANCE,0.52,-,0.52,805_,3389
TIME,01:43,,Eh1 0,0143,3389
CALORIES,13,,13,13,3389
SPEED,19.3,-,E6I,193,3390
WATTS,168,,168,16_,3390
CADENCE,52,,25,52,3390
DISTANCE,0.52,-,0.52,805_,3390
TIME,0.1:43,-,Eh 0,0143,3390
CALORIES,13,,13,13,3390
SPEED,19.3,-,ES1,193,3391
WATTS,168,,168,16_,3391
CADENCE,52,1,52,52,3391
DISTANCE,0.52,-,052,05_,3391
TIME,0.1:43,-,Eh1 0,0143,3391
CALORIES,EI,,13,13,3391
SPEED,E61,-1,E61,1931,3392
WATTS,168,,168,16_,3392
CADENCE,52,1,52,52,3392
DISTANCE,0.52,-,250,0_,3392
TIME,01:43,-,0 1.43,0143,3392
CALORIES,EI,,13,13,3392
SPEED,E'61,-,19.3,193,3393
WATTS,168,168,168,168,3393
CADENCE,52,,52,52,3393
DISTANCE,0.52,-,052,0_,3393
TIME,Eh:1 0,-,Eh i 0,0143,3393
CALORIES,13,,13,13,3393
SPEED,E61,-,19.3,193,3394
WATTS,168,168,168,168,3394
CADENCE,52,111_1,52,52,3394
DISTANCE,0.52,-,250,05_,3394
TIME,0.1:43,-,Eh.10,0143,3394
CALORIES,13,,13,13,3394
SPEED,E61,-,E51,193,3395
WATTS,168,,168,16_,3395
CADENCE,52,1,52,52,3395
DISTANCE,0.52,-,0.52,052,3395
TIME,01:43,-,Eh1 0,0143,3395
CALORIES,EI,,13,13,3395
SPEED,E61,-,15.3,19_,3396
WATTS,168,,168,16_,3396
CADENCE,52,1,52,52,3396
DISTANCE,0.52,-,0.52,0_,3396
TIME,01:43,-,Eh 0,0143,3396
CALORIES,EI,,13,13,3396
SPEED,E61,-,E51,193,3397
WATTS,168,,168,16_,3397
CADENCE,52,,52,52,3397
DISTANCE,0.52,-,0.52,05_,3397
TIME,0.1:43,-,Ehi 0,0143,3397
CALORIES,EI,,13,13,3397
SPEED,19.3,-,19.3,193,3398
WATTS,168,168,168,168,3398
CADENCE,52,1,52,52,3398
DISTANCE,0.52,-,0.52,0_,3398
TIME,01:43,-,Eh:10,01143,3398
CALORIES,13,,13,13,3398
SPEED,E61,-,E61,193,3399
WATTS,168,168,168,16_,3399
CADENCE,52,__1111,52,52,3399
DISTANCE,0.52,-,0.52,052,3399
TIME,01:43,-,Eh1 0,014_,3399
CALORIES,13,,13,13,3399
