t_cadence,t_speed,t_watts,speed,watts,cadence,t_time,time,t_distance,distance,t_calories,calories
551,20.4,19,20.4,196,55,001_.0,20,0.11,11,2,2
551,20.4,191,20.4,196,55,001_10,20,11,11,2,2
551,20.4,191,20.4,196,55,001_10,20,11,11,2,2
551,20.4,19,20.4,196,55,001_10,20,11,11,2,2
55,20.4,191,20.4,196,55,001_10,20,1.1,11,2,2
55,2c1.4,191,20.4,196,55,1,20,0.17,11,2,2
55,20.4,196,20.4,196,55,001_..1,21,11,11,2,2
55,20.4,191,20.4,196,55,1,21,0.10000000000000001,11,21,2
55,20.4,191,20.4,196,55,1,21,11,11,2,2
551,20,196,20.4,196,55,1,21,1.1,11,2,2
55,20.4,191,20.4,196,55,1,21,11,11,21,2
55,20.4,191,20.4,196,55,1,21,11,11,0.11,2
55,20.4,191,20.4,196,55,1,21,11,11,21,2
55,20.4,191,20.4,196,55,81,21,11,11,21,2
55,20.4,19,20.4,196,55,1,21,11,11,2,2
55,20.4,191,20.4,196,55,1,21,11,11,21,2
55,2c1.l1,19,20.4,196,55,81,21,11,11,21,2
551,20,196,20.4,196,55,001_11,21,0.11,11,21,2
551,20.4,191,20.4,196,55,0.1,21,0.10000000000000001,11,._1,2
551,20.4,191,20.4,196,55,001_11,21,0.11,11,21,2
55,20.4,191,20.4,196,55,001_11,21,0.11,11,_1,2
55,20.4,191,20.4,196,55,001_11,21,0.11,11,_.1,2
55,20.4,19,20.4,196,55,81_11,21,0.11,11,21,2
55,20.4,19,20.4,196,55,1,21,11,11,2,2
551,20.4,196,20.4,196,55,001_.1,21,11,11,21,2
55,20.4,196,20.4,196,55,1,21,11,11,21,2
551,20.4,19,20.4,196,55,001_11,21,11,11,21,2
551,20.4,196,20.4,196,55,1,21,11,11,21,2
55,20.4,19,20.4,196,55,001_11,21,11,11,2,2
55,20,19,20.4,196,55,1,21,11,11,2,2
551,20.4,196,20.4,196,55,-1,21,11,11,2,2
j_11,20.4,19,19.0,159,51,-1,21,11,11,2,2
_551,20.4,19,20.4,196,55,1,21,1.1000000000000001,11,2,2
551,20.4,19,20.4,196,55,1,21,11,11,21,2
551,20.4,19,20.4,196,55,001_11,21,11,11,2,2
55,20.4,0.19,20.4,196,55,001_11,21,0.11,11,2,2
551,20.4,191,20.4,196,55,001_1.1,21,11,11,2,2
551,20,191,20.4,196,55,001__1,21,0.11,11,2,2
551,20.4,1196,20.4,196,55,001_1_1,21,0.11,11,2,2
551,20.4,19,20.4,196,55,001_1_1,21,0.10000000000000001,11,2,2
55,20.4,196,20.4,196,55,001_1_1,21,0.12,12,2,2
55,20,196,20.4,196,55,1,21,0,12,2,2
81,20.4,191,19.0,159,51,-,21,0.12,12,2,2
551,20,19,20.4,196,55,1,21,0.12,12,2,2
551,20.100000000000001,19,20.4,196,55,-_1,21,0.12,12,2,2
551,2c1._,191,19.0,159,51,001__1,21,12,12,2,2
551,20,19,20.4,196,55,001_.2,22,12,12,21,2
551,20.4,19,20.4,196,55,-,22,12,12,2,2
551,20.4,196,20.4,196,55,001__1,22,0.12,12,21,2
551,20,196,20.4,196,55,_001_._1,22,0.12,12,21,2
551,20.4,191,20.4,196,55,1,22,12,12,21,2
551,20,196,20.4,196,55,001_.2,22,12,12,2,2
551,20.4,191,20.4,196,55,1,22,0.12,12,2,2
551,20,191,20.4,196,55,1,22,0.12,12,.j1,2
551,20.4,0.196,20.4,196,55,001__1,22,0.12,12,2,2
551,20.4,19,20.4,196,55,001_._1,22,12,12,_21,2
551,20.4,19,20.4,196,55,001_.2,22,0.12,12,._2,2
551,20.4,196,20.4,196,55,_001__1,22,0.12,12,21,2
55,20.4,196,20.4,196,55,1,22,0.12,12,_1,2
55,20.4,0.196,20.4,196,55,001__1,22,0.12,12,__2_,2
55,20.4,191,20.4,196,55,001__1,22,0.12,12,21,2
55,20.4,191,20.4,196,55,001__1,22,0.12,12,21,2
55,20.4,196,20.4,196,55,001_1_1,22,0.12,12,d1,2
55,20.4,196,20.4,196,55,81__1,22,12,12,__1,2
551,20.4,196,20.4,196,55,-,22,12,12,21,2
551,20.4,196,20.4,196,55,-,22,0.12,12,2,2
551,20.4,196,20.4,196,55,-,22,0.12,12,21,2
55,20.4,196,20.4,196,55,_001_13,23,0.12,12,__1,2
55,20.4,191,20.4,196,55,001_13,23,0.12,12,2,2
551,20.4,191,20.4,196,55,81_13,23,0.12,12,2,2
55,20.4,0.196,20.4,196,55,001_.3,23,0.12,12,11,2
551,2014,19,20.4,196,55,81_13,23,0.12,12,21,2
55,20.4,19,20.4,196,55,001_13,23,0.12,12,21,2
55,20.4,196,20.4,196,55,001_13,23,0.12,12,2,2
55,20.4,19,20.4,196,55,001_13,23,0.12,12,2,2
55,20.4,19,20.4,196,55,__001__,23,0.12,12,21,2
55,20.4,19,20.4,196,55,1,23,0.12,12,21,2
55,2c1.4,19,20.4,196,55,1,23,0.12,12,2,2
55,20.4,196,20.4,196,55,001_.3,23,0.12,12,2,2
5,20.4,19,20.4,196,55,001_.3,23,12,12,21,2
551,20.4,19,20.4,196,55,001_.3,23,12,12,2,2
551,20.4,196,20.4,196,55,001_.3,23,12,12,2,2
551,20.4,19,20.4,196,55,001_.3,23,12,12,2,2
55,20.4,196,20.4,196,55,001_13,23,0.12,12,2,2
55,20.4,19,20.4,196,55,001_.3,23,12,12,2,2
55,2c1.4,191,20.4,196,55,001_13,23,0.12,12,2,2
55,20.4,196,20.4,196,55,1,23,0.12,12,21,2
551,20.4,196,20.4,196,55,001_.3,23,0.12,12,2,2
55,20.4,196,20.4,196,55,001_13,23,12,12,2,2
55,20,196,20.4,196,55,001_13,23,0.12,12,2,2
55,_,196,20.4,196,55,001_113,23,0.12,12,21,2
55,20.4,1196,20.4,196,55,001_.3,23,12,12,21,2
55,20.4,191,20.4,196,55,1,23,0.10000000000000001,12,2,2
551,20.4,1961,20.4,196,55,1,23,0.13,13,21,2
55,20.4,1196,20.4,196,55,001_.3,23,0.13,13,21,2
55,20.4,196,20.4,196,55,801,24,.-,13,21,2
551,20.4,196,20.4,196,55,001_14,24,13,13,21,2
551,20.4,1961,20.4,196,55,001_14,24,13,13,21,2
55,2014,19,20.4,196,55,001_.4,24,13,13,21,2
55,20.4,1196,20.4,196,55,8614,24,13,13,2,2
551,20.4,191,20.4,196,55,001_.4,24,13,13,21,2
551,20.4,191,20.4,196,55,-.,24,13,13,2,2
55,20.4,1196,20.4,196,55,1,24,13,13,21,2
551,20.4,191,20.4,196,55,001_14,24,0.13,13,21,2
551,20.4,196,20.4,196,55,1,24,0.13,13,21,2
551,20.4,196,20.4,196,55,__001_14,24,0.13,13,21,2
551,20.4,191,20.4,196,55,_001_14,24,0..13,13,-_1,2
55,20,196,20.4,196,55,001_14,24,0.13,13,21,2
551,20,191,20.4,196,55,81,24,0.13,13,2,2
55,20.4,191,20.4,196,55,4,24,13,13,21,2
55,20,191,20.4,196,55,14,24,13,13,21,2
55,2014,191,20.4,196,55,1,24,13,13,2,2
55,20.4,191,20.4,196,55,1,24,13,13,2,2
55,20.4,196,20.4,196,55,1,24,13,13,2,2
55,20.4,191,20.4,196,55,001_14,24,13,13,21,2
55,20.4,19,20.4,196,55,001_.4,24,13,13,21,2
55,20.4,191,20.4,196,55,1,24,13,13,21,2
55,20,196,20.4,196,55,001_14,24,0..13,13,21,2
55,20.4,196,20.4,196,55,001_14,24,0.13,13,21,2
55,20.4,196,20.4,196,55,001_14,24,0.13,13,2,2
55,2c1.4,196,20.4,196,55,001_14,24,0.13,13,21,2
551,20.4,196,20.4,196,55,001_14,24,13,13,2,2
55,20.4,196,20.4,196,55,001_14,24,0.13,13,21,2
55,20.4,1196,20.4,196,55,001_14,24,0.13,13,21,2
551,20.4,196,20.4,196,55,001_1_,24,13,13,2,2
551,20.4,196,20.4,196,55,001_1_,24,13,13,2,2
551,20.4,196,20.4,196,55,1,25,13,13,__2_,2
551,20.4,196,20.4,196,55,1,25,13,13,2,2
55,20.4,196,20.4,196,55,001_.5,25,13,13,___2_,2
551,20.4,196,20.4,196,55,1,25,13,13,2,2
551,20.4,196,20.4,196,55,001_15,25,13,13,2,2
55,20.4,196,20.4,196,55,001_.5,25,13,13,21,2
55,20.4,19,20.4,196,55,001_15,25,13,13,21,2
55,20.4,196,20.4,196,55,001_.5,25,13,13,2,2
551,20.4,196,20.4,196,55,125,25,13,13,__,3
551,20.4,196,20.4,196,55,001_15,25,13,13,31,3
551,20.4,196,20.4,196,55,001_15,25,13,13,3,3
551,2014,196,20.4,196,55,_001_15,25,13,13,3,3
551,20.4,191,20.4,196,55,1,25,0.13,13,3,3
551,20.4,196,20.4,196,55,81_15,25,0.13,13,31,3
551,20,191,20.4,196,55,001_15,25,13,13,._1,3
55,2c1.4,191,20.4,196,55,001_15,25,0.13,13,31,3
55,20.4,196,20.4,196,55,001_15,25,0.10000000000000001,13,.j1,3
551,20.4,196,20.4,196,55,1,25,0.14,14,__1,3
551,20.4,196,20.4,196,55,001_15,25,0.14,14,._31,3
551,20.4,196,20.4,196,55,1,25,0.14,14,.j1,3
_851,20.4,196,20.4,196,55,001_.5,25,14,14,_1,3
55,20.4,196,20.4,196,55,1,25,0..19,14,._1,3
55,20.4,196,20.4,196,55,001_15,25,0..14,14,._.1,3
551,2c1.4,196,20.4,196,55,001_15,25,0..14,14,._.1,3
551,20.4,1196,20.4,196,55,001_15,25,14,14,.-31,3
55,20.4,196,20.4,196,55,-,25,14,14,.__31,3
551,20.4,196,20.4,196,55,15,25,14,14,31,3
55,20.4,196,20.4,196,55,-,25,0.14,14,j1,3
55,20.4,196,20.4,196,55,-_,25,0.14,14,j1,3
551,20.4,196,20.4,196,55,-_,26,14,14,31,3
55,20.4,196,20.4,196,55,001_16,26,14,14,3,3
55,20.4,196,20.4,196,55,16,26,14,14,3,3
55,20.4,196,20.4,196,55,81_16,26,0.14,14,31,3
551,20.4,196,20.4,196,55,001_16,26,0.14,14,_31,3
551,20.4,196,20.4,196,55,001_16,26,0.14,14,31,3
551,20.4,196,20.4,196,55,81_.6,26,0.14,14,31,3
55,20.4,196,20.4,196,55,001_16,26,0.14,14,31,3
55,20.4,1196,20.4,196,55,1,26,0.14,14,j1,3
55,20.4,196,20.4,196,55,001_.6,26,0.14,14,._31,3
55,20.4,196,20.4,196,55,81,26,14,14,31,3
551,20.4,196,20.4,196,55,001_.6,26,14,14,3,3
551,20.4,191,20.4,196,55,1,26,14,14,_3_,3
551,20.4,196,20.4,196,55,001_.6,26,14,14,3,3
551,20,196,20.4,196,55,8,26,0.14,14,j_1,3
551,20.4,196,20.4,196,55,1,26,0.14,14,31,3
55,20,196,20.4,196,55,1,26,0.14,14,3,3
55,20.4,19,20.4,196,55,1,26,0.14,14,3,3
55,2c1.4,196,20.4,196,55,001_16,26,0..14,14,31,3
551,20.4,196,20.4,196,55,001_16,26,0.14,14,31,3
551,20.4,196,20.4,196,55,001_16,26,0.14,14,3,3
551,20.4,196,20.4,196,55,001_1.6,26,0..14,14,3,3
551,20,196,20.4,196,55,001_16,26,0.14,14,3,3
551,20.4,196,20.4,196,55,001_16,26,0.14,14,31,3
551,20.4,196,20.4,196,55,1,26,14,14,31,3
551,20.4,19,20.4,196,55,001_16,26,0.14,14,31,3
551,2c1.4,19,20.4,196,55,1,26,14,14,0.31,3
551,20.4,0.196,20.4,196,55,81_16,26,14,14,31,3
551,20.4,196,20.4,196,55,1,26,0.19,14,31,3
551,20.4,196,20.4,196,55,1,26,0.19,14,3,3
81,20.100000000000001,196,19.0,159,51,1,26,14,14,3,3
551,20.4,196,20.4,196,55,81,27,-,14,3,3
81,20,196,19.0,159,51,81,27,14,14,3,3
55,20.4,196,20.4,196,55,1,27,7.9,14,31,3
551,20.4,196,20.4,196,55,001_17,27,14,14,31,3
551,20.4,196,20.4,196,55,001_17,27,7.9,14,3,3
551,20.4,196,20.4,196,55,001_17,27,.-,14,3,3
55,20.4,196,20.4,196,55,001_17,27,0..15,15,3,3
55,20.4,196,20.4,196,55,001_17,27,0..15,15,3,3
8,20.4,196,10.4,36,28,001_17,27,..-,15,3,3
551,20.4,196,20.4,196,55,001_17,27,.-,15,j1,3
551,20.4,196,20.4,196,55,1,27,0.15,15,31,3
551,20.4,196,20.4,196,55,1,27,0.15,15,3,3
551,20,196,20.4,196,55,001_17,27,15,15,3,3
551,20.4,196,20.4,196,55,1,27,0..15,15,3,3
551,20.4,196,20.4,196,55,001_17,27,0.15,15,31,3
551,20.4,196,20.4,196,55,1,27,15,15,31,3
551,20.4,196,20.4,196,55,001_17,27,15,15,31,3
_551,20,196,20.4,196,55,1,27,15,15,3,3
551,20.4,196,20.4,196,55,001_.7,27,15,15,31,3
551,20.4,196,20.4,196,55,1,27,15,15,3,3
551,20.4,196,20.4,196,55,1,27,0.15,15,3,3
551,20.4,191,20.4,196,55,001_17,27,0.15,15,3,3
55,20.4,196,20.4,196,55,001_17,27,0.15,15,31,3
551,20.4,196,20.4,196,55,001_17,27,0.15,15,3,3
551,20.4,196,20.4,196,55,001_.7,27,0.15,15,3,3
551,20.4,19,20.4,196,55,001_17,27,0.15,15,3,3
8,20.4,19,20.4,196,55,001_.7,27,0.15,15,31,3
81,2c1.4,196,10.4,36,28,001_.7,27,0.15,15,31,3
55,20.4,1196,20.4,196,55,001_._,27,0.15,15,3,3
551,20.4,196,20.4,196,55,1,28,15,15,3,3
551,20.4,196,20.4,196,55,001_.8,28,15,15,31,3
551,20.4,196,20.4,196,55,1,28,15,15,3,3
551,20.4,196,20.4,196,55,001_18,28,15,15,3,3
55,20.4,196,20.4,196,55,001_18,28,15,15,31,3
551,20.4,196,20.4,196,55,001_18,28,15,15,31,3
551,20.4,191,20.4,196,55,1,28,15,15,3,3
55,20.4,196,20.4,196,55,1,28,15,15,j1,3
55,20.4,196,20.4,196,55,001_18,28,15,15,3,3
551,20.4,196,20.4,196,55,001_.8,28,15,15,3,3
551,_,196,20.4,196,55,18,28,15,15,3,3
55,20.4,191,20.4,196,55,128,28,0.15,15,3,3
55,20.4,196,20.4,196,55,001_18,28,0.15,15,31,3
55,20.4,19,20.4,196,55,128,28,0.15,15,3,3
55,20.4,191,20.4,196,55,8128,28,0.15,15,3,3
55,20.4,196,20.4,196,55,001_18,28,.u5,15,3,3
55,20.4,196,20.4,196,55,801,28,0.15,15,31,3
55,20.4,196,20.4,196,55,001_.8,28,15,15,._31,3
55,20.4,196,20.4,196,55,_001_8,28,0.15,15,31,3
55,20.4,196,20.4,196,55,001_.8,28,15,15,31,3
85,20.4,196,20.4,196,55,_001_8,28,15,15,3,3
_55,20.4,19,20.4,196,55,81_.8,28,15,15,3,3
55,20.4,196,20.4,196,55,001_.8,28,0.15,15,3,3
55,20.4,196,20.4,196,55,001_18,28,0.15,15,3,3
551,204,196,20.4,196,55,1,28,15,15,3,3
55,20.4,196,20.4,196,55,1,28,15,15,31,3
55,20.4,_95,20.4,196,55,001_18,28,0.15,15,31,3
56,20.8,205,20.8,205,56,001_18,28,0.15,15,31,3
_56_,20.8,201,20.8,205,56,001_19,29,0.15,15,3,3
56,208,201,20.8,205,56,001_19,29,0.15,15,31,3
56,2c1.8,201,20.8,205,56,001_19,29,0.15,15,31,3
_561,20.8,20,20.8,205,56,001_19,29,0.16,16,31,3
561,20.8,20,20.8,205,56,1,29,0.16,16,3,3
561,20,20,20.8,205,56,001_.9,29,0.16,16,3,3
561,_1c1.9,20,23.1,270,62,1,29,0..16,16,3,3
56,20.8,201,20.8,205,56,001_.9,29,16,16,31,3
561,20.8,201,20.8,205,56,1,29,16,16,31,3
56,20.8,201,20.8,205,56,001_19,29,16,16,3,3
561,20.8,201,20.8,205,56,_001_19,29,16,16,31,3
56,20.8,201,20.8,205,56,001_19,29,16,16,31,3
561,20.8,201,20.8,205,56,-8,29,16,16,__3,3
561,20.8,20,20.8,205,56,-,29,16,16,.___3_,3
56,2c1.e1,20,20.8,205,56,81_19,29,0.16,16,31,3
56,2c1.8,20,20.8,205,56,001_19,29,0.16,16,3,3
56,20.8,201,20.8,205,56,129,29,0.16,16,3,3
56,20.8,201,20.8,205,56,-9,29,16,16,31,3
56,20.8,201,20.8,205,56,-,29,0.16,16,31,3
56,20.8,201,20.8,205,56,-,29,16,16,j1,3
56,20.8,201,20.8,205,56,81_.9,29,0.16,16,31,3
561,20.8,201,20.8,205,56,001_19,29,0.16,16,_1,3
561,20.8,201,20.8,205,56,1,29,0.16,16,3,3
56,20.8,201,20.8,205,56,1,29,16,16,31,3
56,20.8,20,20.8,205,56,1,29,16,16,3,3
56,20.8,201,20.8,205,56,001_19,29,16,16,31,3
56,2c1.8,201,20.8,205,56,81_19,29,16,16,31,3
661,20.8,20,20.8,205,56,001_.9,29,16,16,31,3
56,20.8,201,20.8,205,56,001_19,29,16,16,3,3
561,20.8,20,20.8,205,56,001_1_,29,16,16,3,3
561,20.8,20,20.8,205,56,13,30,16,16,3,3
561,20.8,20,20.8,205,56,130,30,0.16,16,31,3
561,20.8,201,20.8,205,56,130,30,16,16,3,3
56,20.8,201,20.8,205,56,130,30,16,16,31,3
_1,20.8,201,19.0,159,51,130,30,16,16,3,3
561,20.8,20,20.8,205,56,130,30,0.16,16,31,3
861,20.8,201,20.8,205,56,130,30,16,16,31,3
561,20.8,20,20.8,205,56,130,30,0.16,16,3,3
561,20.8,201,20.8,205,56,130,30,16,16,31,3
561,20.8,201,20.8,205,56,130,30,16,16,31,3
561,20.8,201,20.8,205,56,1,30,0.16,16,3,3
561,20.8,201,20.8,205,56,130,30,16,16,31,3
561,2c1.8,201,20.8,205,56,1,30,16,16,3,3
j61,20.8,201,20.8,205,56,1,30,16,16,3,3
561,20.8,201,20.8,205,56,130,30,16,16,3,3
561,20.8,201,20.8,205,56,130,30,16,16,._3_,3
561,20.8,201,20.8,205,56,8130,30,16,16,_1,3
561,20.8,201,20.8,205,56,130,30,0.76,16,.-31,3
561,20.8,201,20.8,205,56,130,30,16,16,.__,3
561,20.8,201,20.8,205,56,130,30,16,16,._3,3
561,2c1.8,201,20.8,205,56,130,30,17,17,3,3
561,20.8,201,20.8,205,56,1,30,17,17,3,3
56,20.8,201,20.8,205,56,130,30,0.17,17,3,3
561,20.8,201,20.8,205,56,130,30,17,17,3,3
561,200.00,201,20.8,205,56,130,30,0.17,17,3,3
56,20.8,20,20.8,205,56,130,30,0.17,17,._3_,3
561,20,201,20.8,205,56,1,30,0.17,17,31,3
561,20.8,201,20.8,205,56,1,30,0.17,17,3,3
561,2c1.8,201,20.8,205,56,1,30,0..17,17,3,3
561,20.8,201,20.8,205,56,001_.-1,31,0.17,17,3,3
561,20.8,201,20.8,205,56,1,31,17,17,3,3
561,20.8,201,20.8,205,56,001_.1,31,17,17,3,3
561,20.8,201,20.8,205,56,131,31,17,17,._.1,3
561,20.8,20,20.8,205,56,-1,31,17,17,31,3
56,20.8,201,20.8,205,56,131,31,17,17,3,3
561,20.8,201,20.8,205,56,1,31,17,17,3,3
561,2c1.e1,201,21.1,214,57,131,31,17,17,3,3
561,20.8,20,20.8,205,56,1,31,17,17,3,3
56,20.8,20,20.8,205,56,131,31,0.17,17,_31,3
56,20.8,201,20.8,205,56,131,31,17,17,31,3
561,20.8,201,20.8,205,56,131,31,0.17,17,j__1,4
561,20.8,20,20.8,205,56,131,31,17,17,41,4
561,20.8,20,20.8,205,56,131,31,0.17,17,41,4
561,20.8,201,20.8,205,56,131,31,0.17,17,41,4
81,20.8,201,19.0,159,51,1,31,0.17,17,._4_,4
861,20.8,201,20.8,205,56,81,31,17,17,41,4
561,20.8,201,20.8,205,56,-1,31,17,17,41,4
561,20.8,201,20.8,205,56,131,31,17,17,4,4
_1,20.8,201,19.0,159,51,-1,31,0.17,17,4,4
81,20.8,201,19.0,159,51,-1,31,17,17,4,4
561,20.8,201,20.8,205,56,1,31,17,17,41,4
561,20.8,201,20.8,205,56,81,31,17,17,9,4
561,2c1.8,201,20.8,205,56,1,31,17,17,j1,4
561,20,201,20.8,205,56,1,31,17,17,41,4
5,20.8,201,20.8,205,56,131,31,0.17,17,41,4
_1,2c1.8,201,19.0,159,51,131,31,17,17,4,4
5-11,2_1.2,201,21.1,214,57,131,31,0.17,17,4,4
5-11,21.2,211.1,21.1,214,57,131,31,17,17,j1,4
5-11,21.2,2111,21.1,214,57,1,31,0.17,17,4,4
5-11,21.._1,211,21.1,214,57,131,31,0.17,17,41,4
5-11,21.2,211,21.1,214,57,001__1,31,0.17,17,4,4
5-1_,21.2,211,21.1,214,57,001__1,31,0.17,17,4,4
5-11,21.2,211.1,21.1,214,57,_001__1,31,0.17,17,41,4
571,21.2,211,21.1,214,57,001__1,31,17,17,41,4
5-11,21.2,211.1,21.1,214,57,001__1,32,17,17,4,4
5-11,21.2,211,21.1,214,57,132,32,17,17,4,4
__6-11,21.2,211,22.7,256,61,13,32,17,17,4,4
5-11,21.2,211,21.1,214,57,13,32,17,17,4,4
5,21.2,211,21.1,214,57,001__1,32,17,17,4,4
571,21.2,211,21.1,214,57,001__1,32,17,17,41,4
571,21.2,211,21.1,214,57,_00132,32,0.17,17,41,4
5-11,21.2,211,21.1,214,57,001__1,32,18,18,41,4
571,21.2,211...1,21.1,214,57,81__1,32,0.18,18,j1,4
_1,21.2,211,22.7,256,61,0,32,0.18,18,91,4
57,21.2,211,21.1,214,57,81,32,0.18,18,41,4
571,21.2,211,21.1,214,57,001__1,32,18,18,41,4
5-11,21.2,211,21.1,214,57,132,32,18,18,4,4
571,21.2,211,21.1,214,57,-2,32,18,18,41,4
571,21.2,211...1.,21.1,214,57,1,32,0.18,18,41,4
57,21.2,211-1-,21.1,214,57,132,32,18,18,4,4
5-11,21,211...1,21.1,214,57,81,32,18,18,41,4
571,21,211.09999999999999,21.1,214,57,001__1,32,18,18,41,4
57,21.2,211.09999999999999,21.1,214,57,001__1,32,18,18,41,4
5-11,21.2,211.09999999999999,21.1,214,57,001__1,32,0.18,18,41,4
571,21.2,211..1-,21.1,214,57,13,32,18,18,._,4
5-11,21.2,211,21.1,214,57,1,32,18,18,4,4
5_11,21.3,21.1,21.1,214,57,132,32,18,18,4,4
591,21.9,23.1,21.9,233,59,001__1,32,0.18,18,4,4
5,21,23,21.9,233,59,13,32,18,18,4,4
5,21.9,23,21.9,233,59,13,32,18,18,41,4
59,21.9,23,21.9,233,59,13,33,0.18,18,41,4
59,21.9,23,21.9,233,59,133,33,0.18,18,41,4
591,21.9,23,21.9,233,59,133,33,0.18,18,4,4
591,21.9,23,21.9,233,59,133,33,18,18,41,4
591,21.9,231,21.9,233,59,1,33,18,18,41,4
591,21.9,23,21.9,233,59,8133,33,18,18,41,4
5,21.9,23,21.9,233,59,1,33,18,18,41,4
591,21.9,23,21.9,233,59,133,33,18,18,4,4
591,21.9,23_1-,21.9,233,59,1,33,18,18,41,4
591,21.9,23,21.9,233,59,133,33,18,18,41,4
591,21.3,23,21.9,233,59,1,33,18,18,__41,4
j81,21.9,23,10.4,36,28,1,33,18,18,_41,4
59,21.9,23,21.9,233,59,133,33,0.18,18,0.41,4
591,21.9,23,21.9,233,59,1,33,18,18,j1,4
5,21,23,21.9,233,59,133,33,18,18,_1,4
59,___1.9,233,21.9,233,59,133,33,0.18,18,_1,4
591,21.9,233,21.9,233,59,133,33,0..18,18,__4_,4
59,21.9,23,21.9,233,59,133,33,0.18,18,___41,4
59,21.3,23,21.9,233,59,133,33,0.18,18,4,4
59,21,23,21.9,233,59,133,33,0.18,18,4,4
591,21.9,23,21.9,233,59,1,33,0.18,18,4,4
59,21.9,23,21.9,233,59,_00133,33,0.18,18,1,4
5,21,23,21.9,233,59,1,33,0.18,18,j1,4
59,21.9,23,21.9,233,59,1,33,0.18,18,41,4
59,21.9,23,21.9,233,59,1,33,19,19,91,4
5,2.1000000000000001,23,21.9,233,59,1,33,19,19,41,4
60,2_.3,2-1_,22.3,242,60,81,33,19,19,4,4
601,22.3,21-1_,22.3,242,60,1,33,19,19,9.1,4
601,22.3,21-187,22.3,242,60,1,33,19,19,_41,4
60,22.3,21_8_,22.3,242,60,13,33,0.19,19,j1,4
6,22,21-11_,22.7,256,61,134,34,0.19,19,91,4
601,22.3,21_1_,22.3,242,60,1,34,0..19,19,4,4
6c11,22.3,21-18_,22.7,256,61,_00134,34,0.19,19,._41,4
60,22.3,21-11_,22.3,242,60,8,34,0.19,19,._41,4
60,22.3,21_8_1,22.3,242,60,134,34,0.19,19,_41,4
6c11,22.3,21_8_,22.7,256,61,-_,34,19,19,j__1,4
601,22.3,21-11_,22.3,242,60,8134,34,0.19,19,91,4
601,22.3,21-11_,22.3,242,60,-,34,0.19,19,41,4
6,22,21-11_,22.7,256,61,-_,34,0.19,19,41,4
801,22.3,21-11_,22.3,242,60,-4,34,0.19,19,._41,4
601,22.3,21-11_,22.3,242,60,-,34,0.19,19,91,4
60,22.3,21-18_,22.3,242,60,81,34,19,19,4,4
6c11,22.3,21_8_,22.7,256,61,134,34,0.19,19,41,4
601,22.3,21-11_,22.3,242,60,134,34,19,19,41,4
601,22.3,21-18_,22.3,242,60,134,34,19,19,41,4
601,22.3,21-18_,22.3,242,60,1,34,19,19,41,4
6,22.3,21-1.7,22.7,256,61,134,34,0.19,19,0.11,4
601,22.3,21-1._,22.3,242,60,134,34,0.19,19,41,4
6c11,22.3,21-1._,22.7,256,61,134,34,0.19,19,._41,4
601,22.3,21-1._,22.3,242,60,134,34,0.19,19,_4_,4
6c11,22,21-18_,22.7,256,61,134,34,0.19,19,4,4
601,22,21-18_,22.3,242,60,8134,34,0.19,19,41,4
601,22.3,21-1._,22.3,242,60,134,34,0.19,19,41,4
6c1_,22.3,21-1._,22.7,256,61,134,34,19,19,4,4
601,22,21-1._,22.3,242,60,134,34,0.19,19,4,4
60,22.3,21-18_,22.3,242,60,134,34,19,19,4,4
60,22.3,21-18_,22.3,242,60,0,34,19,19,j1,4
60,22.3,21-1._,22.3,242,60,-,34,19,19,.-4_,4
6c11,22.3,21-18_,22.7,256,61,1,35,19,19,41,4
601,22.3,21-18_,22.3,242,60,13,35,19,19,41,4
601,22.3,21-1._,22.3,242,60,135,35,19,19,4,4
60,22.3,21-1._,22.3,242,60,135,35,19,19,4,4
6,22,21-1._,22.3,242,60,135,35,0.19,19,41,4
601,22.3,21-18_,22.3,242,60,1,35,0.19,19,41,4
601,22.3,21-18_,22.3,242,60,1,35,0.19,19,y1,4
601,22.3,21-1._,22.3,242,60,1,35,0.19,19,4,4
6c11,22.3,21-18_,22.7,256,61,135,35,0.19,19,_1,4
601,22.3,21-18_,22.3,242,60,135,35,19,19,41,4
60,2,21-1._,22.3,242,60,135,35,0.19,19,41,4
60,22.3,21-18_,22.3,242,60,1,35,19,19,91,4
6,22,21-1._,22.3,242,60,135,35,0.10000000000000001,19,j_1,4
60,22.3,21-1._,22.3,242,60,135,35,0.20,20,4,4
601,22.3,21-1._-,22.3,242,60,1,35,0.20,20,41,4
601,22.3,21-1._-,22.3,242,60,1,35,0.20,20,4,4
601,22.3,21-1._,22.3,242,60,1,35,0.20,20,41,4
-601,22.3,21-1._,22.3,242,60,1,35,20,20,j1,4
601,22.3,21-1._,22.3,242,60,001_.5,35,20,20,____1,4
601,22.3,21-18_,22.3,242,60,135,35,20,20,_41,4
6,22,21-11_,22.7,256,61,-6,35,20,20,91,4
601,22.3,21-1._,22.3,242,60,8135,35,20,20,91,4
601,22.3,21-1._,22.3,242,60,-,35,20,20,.___41,4
601,22.3,21-1._,22.3,242,60,1,35,20,20,j1,4
6,22.3,21___,22.7,256,61,-5,35,20,20,0.91,4
6,22.3,21_8_,22.7,256,61,81,35,20,20,j1,4
6,22,21-1__,22.7,256,61,135,35,20,20,j1,4
__621,23.1,271,23.1,270,62,135,35,20,20,j1,4
