landmark,pp1,ss1,pp2,ss2,frame
TIME,00:21,-,00.2,0021,935
CALORIES,,,-,1,935
SPEED,17.8,-,17.8,178,936
WATTS,135,11_,136,136,936
CADENCE,49,,6h,49,936
DISTANCE,,-,L.L,003,936
TIME,00:21,-,00:2,0_21,936
CALORIES,,,-,1,936
SPEED,18.2,-,18.8,188,937
WATTS,1-5,,198,19_,937
CADENCE,6H,,6h,49,937
DISTANCE,L,-,0.0,00_,937
TIME,00:2,-,00.21,0021,937
CALORIES,,,1,1,937
SPEED,18.2,-,0,188,938
WATTS,149,,198,19_,938
CADENCE,6H,,Fh,49,938
DISTANCE,,-,Li.Li,00_,938
TIME,00:2,-,00-2,002,938
CALORIES,,,-,1,938
SPEED,18.2,-,10.2,18_,939
WATTS,143,,661,19_,939
CADENCE,6H,,49,49,939
DISTANCE,,-,007,00_,939
TIME,00:2,-,00.27,002,939
CALORIES,,,1,1,939
SPEED,18.2,-,18.2,182,940
WATTS,143,,143,11_,940
CADENCE,6H,,49,49,940
DISTANCE,,-,L.L,003,940
TIME,00:2,,00.22,00122,940
CALORIES,,,,1,940
SPEED,18.2,-,19.2,182,941
WATTS,143,,143,11_,941
CADENCE,6H,,5h,49,941
DISTANCE,,-,LI.LI,00_,941
TIME,00:22,-,00.22,0022,941
CALORIES,,,-,1,941
SPEED,18.2,-,19.2,182,942
WATTS,EHI,,149,11_,942
CADENCE,49,,49,49,942
DISTANCE,,-,LI.LI,00_,942
TIME,00:22,-,22.00,0022,942
CALORIES,,,-,1,942
SPEED,18.2,-,18.2,182,943
WATTS,143,113,143,113,943
CADENCE,6H,__1,6h,49,943
DISTANCE,,-,LL,0_,943
TIME,00:22,,LiLi-L'C,0__2,943
CALORIES,,,-,1,943
SPEED,18.2,8,25,182,944
WATTS,143,113,E-!,113,944
CADENCE,6H,,49,49,944
DISTANCE,,-,,003,944
TIME,00:22,-,00:22,00122,944
CALORIES,,,-,1,944
SPEED,18.2,-,162,182,945
WATTS,143,113,1-3,113,945
CADENCE,6H,__,6h,49,945
DISTANCE,,-,600,003,945
TIME,00:22,-,00.22,00122,945
CALORIES,,,-,1,945
SPEED,18.2,-,18.2,182,946
WATTS,143,113,E-!,113,946
CADENCE,49,11,19,49,946
DISTANCE,,-,,00_,946
TIME,00:22,-,00:22,00122,946
CALORIES,,,-,1,946
SPEED,18.2,-,20,182,947
WATTS,EHI,113,EH!,113,947
CADENCE,6H,,6F,49,947
DISTANCE,,-,,007,947
TIME,00:22,,22.00,0022,947
CALORIES,,,-,1,947
SPEED,18.2,-,18.2,182,948
WATTS,EHI,113,143,113,948
CADENCE,6H,,49,u,948
DISTANCE,7,81,L.L1,007,948
TIME,00:22,-,22.00,0022,948
CALORIES,,,1,1,948
SPEED,18.2,-,16.2,182,949
WATTS,143,,E-!,11_,949
CADENCE,49,__,Eh,49,949
DISTANCE,,-,L.LI,0_,949
TIME,00:22,-,00.22,0022,949
CALORIES,,,-,1,949
SPEED,18.2,-,10.2,182,950
WATTS,EHI,,143,11_,950
CADENCE,49,,6h,49,950
DISTANCE,,-,LI.LI,003,950
TIME,00:22,-,00:22,00122,950
CALORIES,,,,1,950
SPEED,18.2,-,10.2,182,951
WATTS,EHI,113,143,113,951
CADENCE,49,__11,49,49,951
DISTANCE,,-,LI.LI,0_,951
TIME,00:22,-,22:00,00122,951
CALORIES,,,-,1,951
SPEED,18.2,8,10.2,182,952
WATTS,EHI,,,11_,952
CADENCE,6H,1,49,49,952
DISTANCE,0.07,-,0.07,00_,952
TIME,00:22,-,00:22,00122,952
CALORIES,,,1,1,952
SPEED,18.2,-,12,182,953
WATTS,EHI,113,EH,113,953
CADENCE,6H,_1_111,,49,953
DISTANCE,,-,LI.L1,007,953
TIME,00:22,-,22:00,00122,953
CALORIES,,,-,1,953
SPEED,18.2,-,18.2,182,954
WATTS,143,,EN!,11_,954
CADENCE,6h,,6h,49,954
DISTANCE,,-,007,00_,954
TIME,00:22,-,00:22,00122,954
CALORIES,,,1,1,954
SPEED,18.2,-,10.2,182,955
WATTS,143,,143,11_,955
CADENCE,6H,,6h,49,955
DISTANCE,,-,Li.L,003,955
TIME,00:22,-,00:22,00122,955
CALORIES,,,1,1,955
SPEED,18.2,-,10.2,182,956
WATTS,143,113,EH!,113,956
CADENCE,6H,,6h,49,956
DISTANCE,,-,L1.-1,003,956
TIME,00:22,-,00.22,0022,956
CALORIES,,,-,1,956
SPEED,18.2,-,182,182,957
WATTS,EHI,,EN!,11_,957
CADENCE,6h,,6h,49,957
DISTANCE,,-,L1.L,003,957
TIME,00:22,-,00.22,0022,957
CALORIES,,,,1,957
SPEED,18.2,-,18.2,182,958
WATTS,EHI,113,EN!,113,958
CADENCE,49,__,6h,49,958
DISTANCE,,-,007,003,958
TIME,00:22,-,00.22,0022,958
CALORIES,,,-,1,958
SPEED,18.2,-,102,182,959
WATTS,143,,EH,11_,959
CADENCE,6H,,49,49,959
DISTANCE,,-,Li.L,003,959
TIME,00:22,-,22.00,0022,959
CALORIES,,,-,1,959
SPEED,18.2,-,10.2,182,960
WATTS,143,,,11_,960
CADENCE,6H,,6h,49,960
DISTANCE,,___,L.L,007,960
TIME,00:22,-,00.22,0022,960
CALORIES,,,,1,960
SPEED,18.2,-,10.2,182,961
WATTS,EHI,,EH!,11_,961
CADENCE,49,,49,49,961
DISTANCE,,-,0.0,007,961
TIME,00:22,,22.00,0022,961
CALORIES,,,-,1,961
SPEED,18.2,-,20,182,962
WATTS,EHI,,E-!,11_,962
CADENCE,49,,49,49,962
DISTANCE,,-,0.08,008,962
TIME,00:22,,22.00,0022,962
CALORIES,,,-,1,962
SPEED,18.2,-,182,182,963
WATTS,EHI,,EN!,11_,963
CADENCE,49,,49,49,963
DISTANCE,,-,0.08,008,963
TIME,00:22,,00.22,0022,963
CALORIES,,,-,1,963
SPEED,18.2,-,102,182,964
WATTS,EHI,,E-,11_,964
CADENCE,SH,9,,49,964
DISTANCE,,-,008,008,964
TIME,00:22,-,00.22,0022,964
CALORIES,,,-,1,964
SPEED,18.2,-,19.2,182,965
WATTS,143,,EH,11_,965
CADENCE,6h,,,49,965
DISTANCE,,-,008,008,965
TIME,00:22,,22.00,0022,965
CALORIES,,,-,1,965
SPEED,18.2,-,18.2,182,966
WATTS,143,,EH,11_,966
CADENCE,6H,,49,49,966
DISTANCE,,-,800,00_,966
TIME,00:22,-,00.22,0022,966
CALORIES,,,1,1,966
SPEED,18.2,-,10.2,182,967
WATTS,EHI,,EH!,11_,967
CADENCE,6H,_1,43,49,967
DISTANCE,,-,0.08,008,967
TIME,00:22,,0022,0022,967
CALORIES,,,1,1,967
SPEED,18.2,-,18.2,182,968
WATTS,143,,EH!,11_,968
CADENCE,6h,,49,49,968
DISTANCE,,-,800,0_,968
TIME,00:22,-,22.00,0022,968
CALORIES,,,,1,968
SPEED,18.2,-,28,182,969
WATTS,EHI,,,11_,969
CADENCE,6H,,Fh,49,969
DISTANCE,,-,008,008,969
TIME,00:22,-,00.22,0022,969
CALORIES,,,1,1,969
SPEED,18.2,-,182,182,970
WATTS,EHI,,E-,11_,970
CADENCE,6H,,,49,970
DISTANCE,,-,0.08,00_,970
TIME,00:23,-,00.23,0u2_,970
CALORIES,,,1,1,970
SPEED,18.2,-,15.2,182,971
WATTS,143,113,EH!,113,971
CADENCE,6h,,49,49,971
DISTANCE,,-,800,00_,971
TIME,00:23,-,00.23,0023,971
CALORIES,,,-,1,971
SPEED,18.2,-,18.2,182,972
WATTS,EHI,,,11_,972
CADENCE,6h,1,49,49,972
DISTANCE,,0_,0.08,008,972
TIME,00:23,-,62.00,0023,972
CALORIES,,,1,1,972
SPEED,18.2,-,18.2,182,973
WATTS,143,113,EN!,113,973
CADENCE,6H,,,49,973
DISTANCE,0.08,-,0.08,00_,973
TIME,00:23,-,52.00,0023,973
CALORIES,,,-,1,973
SPEED,18.2,-,261,182,974
WATTS,143,,EH,11_,974
CADENCE,49,_,49,49,974
DISTANCE,,-,008,00_,974
TIME,00:23,-,6200,0023,974
CALORIES,,,1,1,974
SPEED,18.2,-,10.2,182,975
WATTS,143,,,11_,975
CADENCE,6H,_,6h,49,975
DISTANCE,,-,0.08,008,975
TIME,00:23,-,62.00,0023,975
CALORIES,,,-,1,975
SPEED,18.2,-,28,182,976
WATTS,EHI,,EN!,11_,976
CADENCE,6H,1,,49,976
DISTANCE,,-,U.0E,008,976
TIME,00:23,-,6200,0023,976
CALORIES,,,,1,976
SPEED,18.2,-,18.2,182,977
WATTS,EHI,,EH,11_,977
CADENCE,6h,,6h,49,977
DISTANCE,,-,0.08,00_,977
TIME,00:23,,00.23,0023,977
CALORIES,,,1,1,977
SPEED,18.2,-,18.2,182,978
WATTS,143,,E-,11_,978
CADENCE,6H,_111,6h,49,978
DISTANCE,0.08,-,0.08,00_,978
TIME,00:23,,6200,0023,978
CALORIES,,,1,1,978
SPEED,18.2,-,16.2,182,979
WATTS,143,113,EN,113,979
CADENCE,6h,,Eh,49,979
DISTANCE,,-,0.08,00_,979
TIME,00:23,,62.00,0023,979
CALORIES,,,1,1,979
SPEED,18.2,-,18.2,182,980
WATTS,EHI,,E-!,11_,980
CADENCE,6h,_1,6h,49,980
DISTANCE,,-,0.08,0_,980
TIME,00:23,-1,00.23,0023,980
CALORIES,,,-,1,980
SPEED,18.2,-,18.2,182,981
WATTS,143,113,EH!,113,981
CADENCE,49,_111,Fh,49,981
DISTANCE,,-,008,008,981
TIME,00:23,,00.23,0023,981
CALORIES,,,-,1,981
SPEED,18.2,-,18.2,182,982
WATTS,143,,EH,11_,982
CADENCE,6H,,49,49,982
DISTANCE,,-,0.08,00_,982
TIME,00:23,,00.23,0023,982
CALORIES,,,-,1,982
SPEED,18.2,-,102,182,983
WATTS,EHI,,E-,11_,983
CADENCE,49,_111,49,49,983
DISTANCE,,-,000,008,983
TIME,00:23,-,00.23,0023,983
CALORIES,,,-,1,983
SPEED,18.2,-,18.2,182,984
WATTS,143,,EF,11_,984
CADENCE,6H,,6h,49,984
DISTANCE,,-,0.08,0_,984
TIME,00:23,-,62-00,0_123,984
CALORIES,,,1,1,984
SPEED,18.2,-,261,182,985
WATTS,EHI,113,EN!,113,985
CADENCE,49,,6h,49,985
DISTANCE,0.08,-,0.08,00_,985
TIME,00:23,,00.23,0023,985
CALORIES,,,-,1,985
SPEED,18.2,-,18.2,182,986
WATTS,143,,E-!,11_,986
CADENCE,6H,_,Eh,49,986
DISTANCE,,-,0.08,00_,986
TIME,00:23,,00:23,00123,986
CALORIES,,,-,1,986
SPEED,18.2,-,18.2,182,987
WATTS,143,,,11_,987
CADENCE,49,_1,Fh,49,987
DISTANCE,,-,008,008,987
TIME,00:23,,62.00,0023,987
CALORIES,,,-,1,987
SPEED,18.2,-,10.2,182,988
WATTS,143,,,11_,988
CADENCE,6h,,49,49,988
DISTANCE,,-,0.08,00_,988
TIME,00:23,-,62.70,0l123,988
CALORIES,,,-,1,988
SPEED,18.2,-,201,182,989
WATTS,143,,EH!,11_,989
CADENCE,6H,1,49,49,989
DISTANCE,,-,0.00,0_,989
TIME,00:23,,62.00,0023,989
CALORIES,,,-,1,989
SPEED,18.2,-,18.2,182,990
WATTS,143,113,,113,990
CADENCE,49,,66,49,990
DISTANCE,,-,0.08,00_,990
TIME,00:23,,62.00,0023,990
CALORIES,,,1,1,990
SPEED,18.2,-,10.2,182,991
WATTS,EHI,113,143,113,991
CADENCE,6H,,6h,49,991
DISTANCE,,-,800,0_,991
TIME,00:23,111_,62.00,n23,991
CALORIES,,,-,1,991
SPEED,18.2,-,201,182,992
WATTS,EHI,,143,11_,992
CADENCE,6H,1,6h,149,992
DISTANCE,,-,0.00,008,992
TIME,00:23,-,62:00,00123,992
CALORIES,,,-,1,992
SPEED,18.2,-,16.2,182,993
WATTS,EHI,,143,11_,993
CADENCE,49,,49,149,993
DISTANCE,,-,000,008,993
TIME,00:23,-,00:23,00123,993
CALORIES,,,1,1,993
SPEED,18.2,-,10.2,182,994
WATTS,143,113,143,113,994
CADENCE,6H,,,49,994
DISTANCE,,-,800,00_,994
TIME,00:23,-,00.23,0023,994
CALORIES,,,1,1,994
SPEED,18.2,-,182,182,995
WATTS,143,113,E-I,113,995
CADENCE,6H,,49,49,995
DISTANCE,0.01,-,0.08,008,995
TIME,00:23,,62.00,0023,995
CALORIES,,,-,1,995
SPEED,18.2,-,18.2,182,996
WATTS,EHI,,EH,11_,996
CADENCE,6H,1,49,49,996
DISTANCE,,-,0.00,008,996
TIME,00:23,-,00.23,0023,996
CALORIES,,,,1,996
SPEED,18.2,-,10.2,182,997
WATTS,143,113,143,113,997
CADENCE,49,_,49,49,997
DISTANCE,,-,0.08,008,997
TIME,00:23,,00.23,0023,997
CALORIES,,,-,1,997
SPEED,18.2,-,182,182,998
WATTS,EHI,113,EH!,113,998
CADENCE,6H,,FF,49,998
DISTANCE,,-,0.08,00_,998
TIME,00:23,,00.24,0029,998
CALORIES,,,1,1,998
SPEED,18.2,-,20,182,999
WATTS,143,113,EH,113,999
CADENCE,6H,,6h,49,999
DISTANCE,,-,0.08,00_,999
TIME,00:24,,62.00,0029,999
CALORIES,,,-,1,999
